Потому что при столкновении с какими-либо ошибками (в отличие от систем других банков ошибки возникают регулярно) к специалистам службы поддержки обращаться бесполезно:- ждать на горячей линии долго - объяснять сложно - не всегда понимают с первого раза- (самое важное) НЕ МОГУТ решить проблему или дают советы, которые уже попробовал использовать;эмоции
Новая версия очень неудобна для работы по сравнению со предыдущей версией. Если раньше всё было, как говориться 'под рукой', на одном экране, то сейчас этого чувства полного восприятия информации нет.;эмоции
Я индивидуальный предприниматель, занимаюсь грузоперевозками. Бухгалтерского образования не имею, поэтому в системе работать сложно, а периодические перемены в системе вызывают еще больше трудностей.;эмоции
Хромает E-invoicing,Бесполезная поддержка, Нет ряда функций по работе с овердрафтами (юр. лиц), Нельзя сформировать выписку более 15 дней. Так, при запросе налоговой или другого банка приходится формировать месяц тремя кусками (где 31 день).;предложение
Новая система неудобная - верните, пожалуйста, старый вариант - он проще и доступнее.;эмоции
неудобный интерфейс, не интуитивный;эмоции
Все нравится, кроме того, что невозможно подписать пп с мобильной версии без добавления контрагента в справочник. КРАЙНЕ не удобно мне как директору, который часто находится не в офисе, с учетом того, что пп набивает бухгалтер, а я подписываю.;эмоции
интерфейс стал менее удобным;эмоции
Это мое мнение , что есть куда идти по работе вперёд;эмоции
Нет возможности удаленно подтвердить факт смены сим-карты. Операции по моему счету заблокированы, а появиться в отделении у меня возможности нет.;эмоции
1. Новая версия ужасна. Переход на новую версию прошёл по умолчанию без моего согласия. Она более чем неудобна. Верните обратно. Зачем тратить силы, что бы создать нелаконичныйи неудобный интерфейс и навязывть его пользователям.2. задержка смс подтверждения для входа часто и у всех.;эмоции
1. Совершенно неудобный интерфейс нового сайта. Зачем все эти украшательства??? Старый интерфейс был лаконичным, понятным, информативным. Новый интерфейс перегружен ненужными данными, раздражающими картинками, нет привычных табличных форм для накапливания платежек, выписок. 2. Чудовищная форма для заполнения реквизитов платежного поручения! Зачем изменили удобную форму, которая была на старом сайте и полностью соответсвовала форме бумажного платежного поручения? Новая форма просто не соответствует привычному виду платежки! Заполнение новой формы очень сильно раздражает, что ведет к ошибкам. 3. Теперь каждую платежку нужно подписывать отдельно, дожидаться, пока для нее поступит смс, наконец, после этого только можно отправлять. На старом же сайте можно было выделять несколько платежек, запрашивать для них смс, и потом последовательно вводить для всех пароли, и также, последовательно выделив, их можно было одним действием отправить в банк. Когда платежка одна, новый порядок не утомляет, но когда платежей двадца;предложение
Стало менее удобно и наглядно работать по сравнению со старой версией;эмоции
Не видны на одной странице все показатели;эмоции
Система в работе притормаживает. Иногда приходится нажимать на кнопу 2-3 раза;эмоции
С новым интерфейсом Сбербанка трудно разобраться... до сих пор не могу найти где распечатать мемориальные ордера Банка, и приходные платежные поручения. Мне кажется все усложняется и усложняется работа...;предложение
Обновлённый интерфейс немного запутан.;эмоции
Не привычно;эмоции
Я довольна работой в системе, но некоторые функции системы могут быть доработаны. Пример: На главной странице отображается остаток на счету, но когда платежные поручения отправлены и приняты системой, хотелось бы видеть оперативнее как сильно поменялся остаток на счете, иногда просто приходится очень долго ждать, может быть даже до конца рабочего дня. Я понимаю можно это расчетным путем вычислить, но бывают ситуации я вычисляю, а на следующий день совсем не та сумма, потому что были поступления о которых вообще не знала.;предложение
"Добрый день! Пользуюсь в браузере и на телефоне. Вариантов использования немного, в целом удобно, но есть вещи, которые стоит сделать лучше. A) Браузер. Моя типовая задача как директора - выгрузить отчет в Excel за месяц для дальнейшего финансового анализа. Выгружается отчет, где1) в суммах группы разрядов разделены специальными пробелами,а не использован формат ячеек, хотя в Excel есть такая функция;) В итоге как есть работать нельзя, надо пробелы убирать.2) такое ощущение, что при разработке отчета основной упор делался на то, как он будет выглядеть на печати. Хотя для печати не надо выгружать в Excel, в для печати выгружают в pdf, а в Excel выгружают для дальнейшей работы. Здесь нет. Какие-то нелепые объединения ячеек, разбивка на страницы не средствами Excel, а вставкой лишних строк. В итоге для работы каждый раз надо ячейки разгруппировывать, лишние столбцы строки убирать.Понятно, что я это делаю раз в месяц, пользуясь фильтрами и автозаменой. Времени занимает не много, но появляется неприятное ощущение,";предложение
Когда я вижу сколько берете процентов,начинаю подумывать о переходе в другой банк с более выгодными условиями.У вас нет ни каких условий.;эмоции
Так все устраивает, но нет пределу совершенству;эмоции
1. Я работаю через СМС оповещение, иногдаприходится ждать длительное время. 2. Невсегда баланс остатков соответствует, таккакплатежи проходят, но баланс не меняется. 3. ИногдапрограммаСбербанк бизнес онлайн в новом варианте *виснет*, в старом варианте есть действующий остаток, в новом показывает остатки за предыдущий день.;предложение
Система Бизнес Онлайн работает стабильно, меня устраивает практически все, но для меня немного неудобен интерфейс.;эмоции
Потому что она реально неудобна по сравнению с предыдущей версией.;эмоции
Неудобное меню, расположение кнопок в разных местах, 'изменить', 'скопировать', 'подтвердить по sms'. Новый интерфейс очень огорчил.;эмоции
Интерфейс новой версии стал проще с одной стороны, но пользователь не получает всей необходимой информации. Проблемы с шаблонами. Работать слало труднее, при всей видимой простоте системы.;предложение
В новой системе не легко разобраться где-какие документы нужно сделать. Часто сделав документ, не понятно пошел ли он на оплату или предприняты ли другие действия. Документы валютного контроля не отправляются и сложно разобраться где именно и какой документ делать...;эмоции
Потому что Сбербанк прежде всего думает только о себе,а не о своих клиентах.;эмоции
Нельзя просмотреть более подробно выписку по расходам;эмоции
- технические сбои стали чаще, - нет возможностей для быстрой аналитики, - не все данные обновляются оперативно, - есть ограничения в ПП по указанию назначения по количеству знаков/слов, - не всегда корректно считается НДС, а именно расхождения в копейку,;предложение
Мне не нравится новый интерфейс, старый понятнее.;эмоции
очень тяжело дается восстановление пароля;эмоции
Сложная навигация, не сразу разобрался;эмоции
При переезде с одного офиса в другой сбербанк не выяснил моё мнение куда мне удобнее - перевёл счёт самостоятельно, не оставив даже адреса на старом месте куда переехал. Сотрудники же футболили в четыре адреса, пока, наконец, разобрались что к чему. Вот поэтому и такая оценка. Она ещё высокая!;эмоции
Интерфейс в целом стал хуже, по сравнению с очень старым 'интернет-банком' новый 'себрбанк бизнес онлайн' лично для меня намного менее информативен и более неудобен.Планируемого остатка так и не появилось (текущий остаток минус все платежи, которые еще не проведены например).Выписку за период нельзя получить больше чем за 100 дней. Интефейс создания платежного поручения упрощен и увидеть платежку в виде, привычном бухгалетеру, невозможно (до тех пор пока платежное поручение реально не создано). Создание платежного поручение по шаблону доступно из двух мест - 'начальная страница' и 'все платежи -> шаблоны' (при этом подсвеченная кнопка 'новый платеж' к шаблонам не имеет отношения). Плюс собственно платеж по шаблону предлагает пройти по некоему 'мастеру' из нескольких шагов, при этом неясно как проконтролировать правильность заполенения всех реквизитов. При этом, платеж, созданный как платежное поручение по шаблону (который существует у меня уже давно), был сначала 'принят банком', а затем 'отвергнут банком' с;предложение
В старой версии было все понятнее;эмоции
Я ИП и мне сложно бывает разобраться в терминах (не плохо было, если бы были подсказки и образцы, для заполнения документов), система почему-то глючит, приходится приезжать в офис чтобы разблокировать онлайн. Расценки на обслуживание расчётного счёта одинаковые, что для крупных фирм, чтонапример для меня одного. Доходы у нас даже близко не сопоставимы. Нигде не нашёл информацию по правилам пользования корпоративной картой, по-моему слишком много запретов для неё, за такую годовую цену обслуживания. Ну и самое главное! Говорят что в России самый низкий налог, а получается при обналичке денежных средств, вы обкладываете предпринимателей дополнительным налогом! Ведь корпоративной картой нельзя оплачивать любые покупки, соответственно приходится снимать наличные.;предложение
нужна опция, которая будет позволять печатать выписку сразу по всем счетам за период, сейчас можно печатать только по одному счету, выбрать несколько на печать нельзя.;предложение
Сбербанк бизнес Онлайн до обновления был более удобен и понятен. В новом не удобно работать с платежными поручениями и выгрузками (экспорт-импорт) в 1с, постоянно какие то проблемы.;эмоции
Некоторый функционал не удобен. Не нравится, что нельзя получить (скачать) выписку за нужный мне период - год, полгода....;предложение
Зависает, ограничение перевода;эмоции
Не удобный интерфейс. Письма в банк, отделение банка очень долго обрабатывает, либо совсем не видит. Чтобы заказать справки нужно заполнить одну и ту же форму по десять раз.;эмоции
День добрый !Предыдущая версия интерфейса была более доступна и понятна, по крайней мере можно было отследить оплаты не переходя в другой сервис,для меня лично было удобно копировать и корректировать оплаты по счетам контрагентов,вносит изменения,что не возможно сделать в новой версии программы,частые сбои и профилактические работы, что влияет на первоочередные оплаты контрагентов и оперативность в целом!;предложение
Не выгодный тариф, снятие средств за сл. месяц за пару дней до его начала, блокировка за неиспользование с односторонним расторжением договора. и мн. др.;эмоции
Появились новые позиции, которые раньше не надо было заполнять. К новой системе надл еще привыкнуть и разобраться. На это требуется время.;эмоции
Нельзя старнировать платежки в статусе принят АБС;предложение
1. Невозможно сделать выписку по счету за период свыше 90 дней. Безумно не удобно. Приходится разбивать выписку. 2. Невозможно посмотреть дату исполнения платежного документа, незагрузив его отдельно.;предложение
Мне неудобен (недружественный) новый дизайн. Я не могу поменять план обслуживания без посещения офиса банка;эмоции
Старая версия намного удобней!;эмоции
Неудобный интерфейс, запутанная навигация, стала менее удобной загрузка документов из 1С. При вводе ПРАВИЛЬНОГО пароля выдаёт ошибку.;эмоции
Очень не удобный интерфейс. В прошлой системе было все понятно, все 'кнопки' перед глазами. Здесь приходиться искать как создать, скопировать, редактировать и т.д. Даже чтобы удалить подписанную, но не отправленную платежку пришлось хорошо поискать. В итоге создание платежного документа занимает в разы меньше времени, чем дальнейшие манипуляции с ним;предложение
Весь сеанс система тормозит,но платежи проходят быстрее,чем в прошлой версии.;эмоции
Очень не наглядно. Чтобы посмотреть выписку за текущий день, надо совершить много лишних манипуляций. Чтобы скачать выписку за прошлый день, нужно выбрать период. Опять много лишних кнопочек. Почему в выборе периода нет просто - за предыдущий день.;предложение
"Очень удобно сделаны валютные операции, по сравнению со старой версией.К сожалению, для ряда операций приходится всё равно пользоваться старой версией: при валютных переводах внутри банка неправильно заполняются реквизиты бенефициара; при переводе между собственными счетами (например, по коду 61135) в справке о валютных операциях всё равно требуется указывать договорНет кнопки 'отправить справку о валютных операциях' на странице уведомления, есть только 'подписать'Нет возможности сделать выписку с валютного счёта в формате 1С прямо на странице счёта (для рублёвого такая возможность есть)Нет возможности сделать выписку со счёта более чем за 100 дней (в старой версии была)Нет поддержки валютных счетов в 1С";предложение
Не совсем удобно делать новые платежные поручения;эмоции
Неудобная система работы с операций по счету, при переходе на вторую страницу, сбрасывает настройки первой;предложение
В целом система Сбербанк Бизнес Онлайн выполняет свои основные функции. Впрочем есть ряд моментов, уменьшающих удобство ее использования. Во-первых, длительное поступление денежных средств до некоторых контрагентов. Во-вторых, медленное обновление персональных данных пользователя из-за неслаженной и плохо организованно работы сотрудников отделения, возможно из-за технической причины. В-третьих, довольно-таки высокая комиссия за перевод денежных средств на счета физических лиц и ежегодный рост тарифов.В-четвертых, в случае блокировки в личный кабинет необходимо приехать в офис лично, должна быть найдена безопасная дистанционная альтернатива, так как вариант зачастую приезда крайне неудобен (например, нужно срочно сделать перевод, а человек в отъезде).;эмоции
Здравствуйте , не нравится новый интерфейс программы. Старый был более информативным и удобным.;эмоции
Последнее время сайт часто не доступен, хотя интернет в норме, другие сайты открываются хорошо.;эмоции
причин много;эмоции
В новой программе для того чтобы распечатать входящее платежное поручение нужно сформировать выписку с приложениями. В этом основная трудность. На это уходит много времени.;предложение
новый интерфейс грузится дольше, работает медленнее, сильно перегружен значками и текстом. много времени тратится на поиск нужных элементов.;предложение
В новом интерфейсе стало намного труднее ориентироваться. Он не является наитивным на 100%;эмоции
Предыдущая версия намного проще и удобнее, не требует много времени.;эмоции
Было бы хорошо, чтобы можно было ознакомиться с возможностями системы в любое время, заблаговременно действовала система оповещений, например, об окончании ЭП.;предложение
Очень долго проводятся платежные поручения, иногда нужно ждать по часу!!!! При копировании п/п в бюджетные организации не возможно поменять КБК,ОКТМО,;предложение
Старая версия не устраивает интерфейсом, новая версия красивая, но совершенно другая логика работы приложения, поэтому и юзабилити нарушено полностью, нельзя так людей без подготовки уводить в другой интерфейс без соответствующего пользовательского опыта, как предложение - сделать простой и понятный краткий курс впубличной части СББОЛ новой версии с пояснениями. Здесь это, здесь то, а сюда вот за этим. Любите ваших пользователей!;предложение
Онлайн не работает во выходным,'подвисает';эмоции
Я имел в виду новую версию системы, и я теперь всегда перехожу к старому интерфейсу, так как привык к нему и не собираюсь пол часа разыскивать привычные функции и кнопочки и заново заполнять уже когда-то заполненные реквизиты контрагентов.;эмоции
Не верно отображался баланс. Что привело к не желательным последствиям.;эмоции
ряд неудобств;эмоции
Длительность исполнения запросов.;эмоции
Меня устраивает то, что можно оперативно делать платежи. Но я в ужасе от нового интерфейса БизнесОнЛайн. Очень неудобный, трачу больше времени, чем раньше. Не логичный, информация разбросана по экрану. Старый интерфейс был гораздо удобнее.;эмоции
Еще есть огрехи. Надо дорабатывать. Например, зарплатный проект. Во-первых он спрятан в меню допуслуг, хотя это важная часть работы с банком. Во-вторых, если надо завести сотрудника , то требуется ввести много лишней информации, хотя достаточно его номера счета в банке, правильно ФИО. Поскольку зарплатный реестр подписывается эл.подписью, по номеру счета всегда можно получить доп.сведения, то зачем банку лишние сведения собирать?;предложение
Хочется использовать мобильную версию и создавать платежки, даже в том случае если у тебя нет возможности работать наскомпюьтере;эмоции
на создание платежных поручений (в 3 раза больше времени) и выписки (надо нажать 10 кнопок, чтобыполучить нужную выписку ) уходит намного больше времени, чем в старой версии, в автоматическом режиме не правильно проставляются номера в новых платежках, экспериментировать надо на кроликах, а не на бухгалтерах;эмоции
неудобный новый интерфейс;эмоции
Очень быстро блокируется;эмоции
Не всегда интуитивное меню;эмоции
сбои в системе стали повторяться, и это приводит к задержке платежей;эмоции
Предыдущая программа была более понятная, чем представленная сейчас.;эмоции
Чем меньше изменений, тем стабильнее работа!;эмоции
- не удобный интерфейс - для создания нового документа (к примеру, скопировать уже имеющееся, не являющееся шаблоном) приходится совершить несколько действий - поиск привычных функций занимает времени больше, чем обычно Даже по вышеназванным причинам возн;предложение
говно для пидоров. конские комиссии, душите бизнес даже тут;эмоции
Предыдущаяпрограммабыла на многоудобней;эмоции
Прежняя версия интерфейса была более информативной, для получения каких-либо сведений или для выполнения действий надо было делать меньше движений. Переход на новую версию вызвал много негативных моментов. Но, может быть, это мое субъективное мнение.Если бы были одновременно доступны оба интерфейса, то я обязательно провел бы сравнительный анализ, сколько манипуляций требуется в разных ситуациях, но сейчас сравнить не с чем. Такое ощущение, что люди заработали денег чисто на внешнем виде системы, - ведь, по сути, - ничего кардинально нового для себя я не увидел. Одно лишь раздражение.;эмоции
Достаточно недоработок. Например плохая работа с архивом шаблонов платежных поручений, нельзя вносить изменения в шаблоны, путаница внумерации платежек;предложение
Система в целом удобная, но есть некоторые технические особенности, которые затрудняют работу;эмоции
Есть неудобства в андроид приложениях. Постоянная смена пароля просто достала. Только выучишь один, уже пора ставить другой!!!;эмоции
интерфейс не всегда интуитивно понятен. Нередко при заполнении документов для получения дополнительной информации требуется совершать несколько действий, и их порядок бывает не очевидным;эмоции
Очень запутанный интерфейс. Обычно занимает много времени, чтобы перейти к нужной информации. Предыдущий был понятнее.;эмоции
Не нравится последнее обновление. очень не удобный стал интерфейс;эмоции
Старый интерфейс был намного удобнее. не всегда перемены ведут к лучшему;эмоции
Не понятно, для чего изменили систему. Был же уникальный, удобный, интуитивно понятный интерфейс: навигация слева, меню действий вверху. Классика, подтвердившая своё удобство и функциональность во многих программных продуктах. Сейчас же попытались 'содрать' часть функционала у конкурентов и в результате сделали менее удобную и информативную систему, чем была ранее. Сначала думал, что нужно время, чтобы привыкнуть к новому интерфейсу, но проработав пару месяцев понял, что новый интерфейс менее удобен, чем старый.;эмоции
Дорого!!!!!!;эмоции
В новой версии мне не понятны некоторые функции и интуитивно сложно разобраться. приходится переходить в старую версию. Удобно заполнять платёжки и находить контрагентов, но не удобно каждый раз писать назначение. В старой версии я просто копировал и менял номер и дату счета.;предложение
пеаосанлнопат;эмоции
не всегда быстро обрабатываются документы;эмоции
не могу ввести конрагента не приходит смс подтверждение;эмоции
1. В новом интерфейса так и не появилась функция 'отменить' п/п в списке отпарвленных поручений. Что создает ситуацию, когда не возможно отменить ни одно п/п по факту, так как пока письмо об отмене прочтет сотрудник, оно уже будет в статусе не подлежащему отмене. 2. В новом интерфейсе меню приходится делать несколько действий, чтобы попасть в нужный раздел.;предложение
Отвратительно не удобно по сравнению с старой программой не информативно . Служба потдержки онлайн одно хамло ! Если бы не центробанк который создает кучу проблем для других банков ради вашего то давно бы уже перешел в другой банк !;эмоции
Система устраивает полностью. не устраивает отношение персонала к клиенту очень долго рассматриваются вопросы по открытию счёта по эквайрингу по процентам. И тариф сделали бы для ип подешевле. Придется перейти в другой банк. Другие банки предлагают дешевле обслуживание счета и эквайринга и проценты на остаток. Ваш банк пока больше проблем чем положительных эмоций счет открывали месяц и свои ошибки операционист на меня переложила. Хотя есть правило клиент всегда прав.;эмоции
бывает зависание. но по сравнению с другими банками более удобный и понятный интерфейс;эмоции
1. В старой версии видно выписки за каждый день без разбивки по каждой операции, и печатать можно выписку с этого 'списка' ( хотя процесс распечатывания очень длинный). В новой версии выписки показаны с разбивкой по каждой операции, ее еще нужно сформировать, скачать, и далее опять долгий процесс печати) 2. Процесс создания платежного поручения =не видно законодательно установленного бланка платежного поручения на фазе его создания, что очень затрудняет контроль заполнения, особенно налоговых платежей. На экране= что то типа текста 3. Давно путается нумерация платежек, скачет через несколько номеров, приходится править вручную. А в налоговых платежах программа вовсе не дает возможности исправить номер. 4. При создании платежки на указанную дату - сразу предлагается ее подписать. Это не удобно, в связи с тем, что платеж может быть нами отменен. Удобнее было бы,чтобы платежка просто сохранялась, без подписи. СТАРАЯ ВЕРСИЯУДОБНЕЕ, новая очень похожа на Вашу версию для физ.лиц ( неИП);предложение
Не устраивает то, что для распечатки выписокпо лицевому счету их надо сначала сохранить и только потом печатать. Очень не удобно.;предложение
"После введения нового интерфейса появились некоторые недочеты при работе в системе: 1) при составлении нового платежного поручения по шаблону слишком маленькое окно для ввода информации о назначении платежа (пользователь не видит всю строку + слишком маленький шрифт); 2) после ввода всей информации отсутствует кнопка 'проверить' (есть только 'подробнее'), поэтому новым пользователям не понятно, как можно проверить платежное поручение; 3) в моем личном кабинете система сама поменяла статус платежей у некоторых шаблонов: 'платеж контрагенту' превратился в 'платеж в бюджетную организацию'. После обращения в техподдержку все шаблоны теперь промаркированы как 'платеж контрагенту', включая платежи в ФНС и др. бюджетные организации.";предложение
интерфейс программы в новом исполнении совершенно неудобный, у нас несколько организаций и теперь в разных фирмах, разные версии системы 'бизнес онлайн', совершенно непонятно почему без всякого уведомления поменяли интерфейс программы, вместо того чтобы облегчать работу в системе, ставите эксперименты на клиентах и усложняете работу. В связи с изменениями в программе, появляется желание сменить банк. Абсолютно функционал программы непрактичный и нет возможности вернуться к старой удобной версии программы 'бизнес онлайн'.;эмоции
Последний интерфейссоздандля кого ? Что это ?!!! Просто ужас !!! Приходится всё время возвращаться к предыдущим шаблонам . Верните старые шаблоны - они понятны;эмоции
Постоянно то приложение не работает, то с сайтом проблемы.;эмоции
старая версия информативней и работает четконовая версия просто не в одни ворота;эмоции
так оценил;эмоции
В выписке операций по лицевому счету на экране конкретно видно контрагента/поступление/списание/назначение (содержание операции). Но при скачивании RDF, WORD в обычной выписке видны только голые номера счетов контрагентов, БИК, суммы. При разноске в книгу учета доходов и расходовэто не удобно, не видно содержания операции;предложение
При переводе денег на карту долго очень!!и самое главнос пятницы до понедельника денежку не перевести на карту...не очень удобно;эмоции
Технические сбои часто;эмоции
Последняя версия еще более менее устраивает, а вообще хотелось бы более простую и понятную программу типа банк-онлайн;эмоции
Абсолютно нелогичный не интуитивный интерфейс!нет возможности вернуть старый. Система выбора операции-отвратительная!!!запутанная!!! создание пручений или выписок НАСТОЛЬКО ЗАПУТАНА!!!!!;эмоции
В старом виде система была удобнее, в новом виде не очень удобный интерфейс, ну или просто ещё не привычный.;эмоции
Очень долго делали зарплатный проект;эмоции
Всегда непривычно переходить на новый интерфейс. Я работаю с ноутбука с маленьким экраном, 13 дюймов. Цифры и колонки стали в целом крупнее, но на маленьком экране приходится прокручивать экран, чтобы нажать кнопку 'ОК' или 'сохранить'. Это не очень удобно. В целом старый интерфейс меня тоже вполне устраивал. Что стало лучше? Удобный и более наглядный доступ к депозитам. Наконец-то видно и закрытые и действующие депозиты.;предложение
1) В Выписках за дату (например,за 8 августа)содержатся документы датированные более ранними датами (например, 3, 4 августа). Мы получаем эти деньги на свой счет 8-го, однако при выгрузке в 1С суммы поступлений за 3-4 августа попадают в выписки этих дней, что очень затрудняет бухгалтеру разнесение выписки. Мы уже обращались письменно в техподдержку, но безрезультатно. Надо, чтобы дата документа не искажала дату поступления денег, то есть в выгрузке должна стоять дата выписки, а дата документа - только справочно. 2) Маленький объем вложений (файлов) в письмах, если отвечаешь на запрос- приходится отправлять до 8 писем, чтобы переслать требуемые сканы.;предложение
Не все функции есть в мобильной версии. Не работает сформировать счета услуга.Некомпетентные сотрудники в чате.;предложение
невозможность привязать к одной учетной записи на подписнаие документов 1 телефонный номер;предложение
Как-то всё очень сложно,хотелось бы попроще.Я ИП и в систему вхожу по необходимости.Только привыкли к тому что было,как всё поменялось,пока разберёшься всего лишь для того,чтобы перевести деньги со счёта на карточку,много времени уходит.;эмоции
Нельзя менять интерфейс. Люди привыкают к определенному алгоритму и последовательности действий, а также отображению информации на экране. У предпринимателей, бухгалтеров и руководителей нет времени привыкать и разбираться в новых оформлениях привычных и однотипных действий. Совершенствуйте техническую часть, но не трогайте графическую. Тут важна не красота, а функциональность и понятность. Новый интерфейс СБОнлайна находится на низком интуитивном уровне. Очень раздражает даже сейчас, спустя несколько месяцев работы с ним. Всё время приходится звонить в поддержку и спрашивать, а где это? а куда нажать? и т.д. и т.п.;эмоции
Прошлая система была не совершенна, но была удобней чем новая.Плохая связь с 1С непонятна выгрузка платежных поручений.Процесс формирования выписки восстановили до старого уровня, но удобней не стал, но возможность распечатать ее без скачивания не восстановлена. Дождаться в чате квалифицированного ответа невозможно. Функционал надо восстановить хотя бы до старого уровня. Новое не должно быть хуже старого.;эмоции
Перестал работать под моим браузером opera 12.18. я не собирался менять браузер. Но сбербанк зачем то решил меня вынудить на это, хотя в договоре не было слов о том что сбербанк односторонне может прекратить поддержку браузера.-Нельзя открыть историю более чем за месяц.Пожелания: текст смс подтверждения лучше начинать с пароля, чтоб был виден в всплывающем уведомлении.;эмоции
Интуитивно не очень понятный интерфейс, при не частом обращении приходится все заново вспоминать;эмоции
Часто меняется офис программы, не успеешь привыкнуть к одному , как приходят изменения. Мне не понравилась последняя версия программы, работаю в старой. А так программа , в целом , работает стабильно, но иногда отключается.;эмоции
Стало очень неудобно работать, не видно дерево всех возможностей, в платежах выскакивают всякие ненужные закладки, а нужные только после нажатия 'иные платежи'. Шаблон неудобный, т.к. в одной строчке не умещается назначение платежа, приходится двигать стрелочкой до слова, которое надо изменить.В зарплатном проекте не сохраняется список. Выход спрятан. Теперь На получение выписки или создание п/п уходит очень много времени. Нарушилась нумерация п/п;предложение
Нет смс-информирования об остатке на счете после проведения операции.;эмоции
Причин множество;эмоции
Новый СБОЛ непонятен, неинформвтивен, нет специальной кнопки для перехода в старую версию. Работать в новой даже при желании просто не получается.;эмоции
У меня трудности с работой в новой версии. Например, мне не понятно, как я могу распечатать исполненную платежку.Или у меня возникли разночтения с Налоговой по платежам за 2016 год и я не могу вытащить список платежей в целом, а по счету получателя мне пишут, что трансакций не было, а они точно были, учтены в налоговой. Еще что-то было, не помн. Конечно оформление платежек стало легче, наверное. Но отсутствие информации о прошлых платежах ... Либо я не могу разобраться с новой версией. тогда надо делать ее понятнее, я не самый плохой пользователь.;предложение
После обновления программы стало неудобно пользоваться,например, 1. выписка со счета доступна не в полном объеме (возможно это просто временная недоработка), 2. создание аналогичных платежных поручений с небольшими изменениями: у меня вызвали затруднения, с которыми пришлось нелегко (конкретно не помню что, но помню, что потратила на это явно больше времени, чем раньше), а остальное возможно просто дело привычки.;предложение
Есть не большие не до четы, которые описать очень сложно;эмоции
Не удобство обновленной версии банка. Не видно фактического остатка на счету. В предыдущей версии, эта графа называлась свободный остаток. Теперь ее нет. И нет данных о фактическом количестве средств доступных к использованию, при наличии корпоративных карт и картотеки на счету;предложение
Старая версия устраивала полностью, все операции как на ладони, в новой не комфортно работать;эмоции
Абсолютно не удобно;эмоции
Система не интуитивно понятная;эмоции
Из плюсов в новом браузере возможность вернуться назад привычной стрелочкой ,как во многих программах. Минус - рабочий стол не делового стиля.;эмоции
Не удобно распечатывать выписки. Тратится время на загрузку файлов. Нет возможности распечатать выписки по каждой дате отдельно за выбранный период.;предложение
Очень не удобно печатать выписки!!! Теперь их нужно сначала заказать , потом в скаченом файле среди одинаковых найти и потом печать!(а раньше в программе нужно было просто нажать печать...;предложение
прошлая версия была намного удобнее;эмоции
Все хорошо, но нет предела совершенству;эмоции
Надо привыкнуть к новому интерфейсу.....;эмоции
