Невозможно пользоваться старыми шаблонами. При использовании шаблона нет возможности менять какие-либо поля, кроме суммы. При создании платежного поручения система требует указания КПП для ИП и !!! физических лиц!!!;предложение
Больше всего не нравится медленная работа приложения особенно нового (при загрузке) и очень хотелось бы иметь возможность подписывать одновременно несколько пп;предложение
Не использую ее функционал полностью, нет необходимости, по этому не знаю все возможности системы;эмоции
новый дизайн , очень плохо;эмоции
Отвратительное юзабилити всего приложения. Описать все проблемы - спроектировать с нуля.;эмоции
Сложно привыкнуть кработе с новым интерфейсом. Невозможно выгрузить выписку за более длительный период, только 100 дней - этого не хватает для бухгалтерии.;предложение
Есть некоторые неудобства и трудности.;эмоции
Навязываются сервисы, которые организациями не используются. Плохо проводятся платежные поручения. Без звонка в банк не проводятся п/п по внутренним займам и перемещениям, при наличии собственных д/с на р/с.Отвергаются платежи отправленные в банк до 16.30.Нельзя изменить статус отвергнутого документа. Неудобный интерфейс для работы с большим количеством документов (подпись и отправка п/п). Нет просмотра всех операций по р/с.;эмоции
это скорее моя оценка, а не ваша. Потому что, я не всегда понимаю юридических терминов в меню. Их много.;эмоции
Главное неудобство связано с тем, что на странице отражается не достоверный остаток денежных средств на счете. Расходы по расчетам с банковской с картой отражаются не своевременно. В связи с этим, для получения достоверной информации приходится проверять баланс в банкомате с помощью карты. 2. Списание денежных средств со счета происходит оперативно в момент совершения операции, а зачисление доходов в выходные с задержкой в 3 дня.;эмоции
Не знаю как можно подписывать в системе сразу несколько документов. Новый дизайн - полное уродство, малофункциональное и малопонятное.;эмоции
В нерабочие дни, деньги невозможно перевести. На новогодние праздники деньги ждала 10 дней. Именно по этому так оценила работу бизнес онлайн;эмоции
1. Выписка распечатывается сразу за месяц. Надо, чтобы выписка за месяц формировалась с разбиением по дням с указанием сальдо на начало и конец дня. Так удобнее искать ошибки, если в бухучете сальдо не совпадает с банковской выпиской. 2. Невозможно установить фильтр так, чтобы при входе выписки с нулевыми оборотами не отображались. Каждый раз приходится устанавливать фильтр. 3. Невозможно настроить адрес загрузки п/п и выгрузки выписок. Каждый раз надо указывать путь. 4. Было бы удобнее, если бы выписки по валютным счетам выгружались так же как по рублёвым.;предложение
новое программное обеспечение не отвечает всем потребностям так невозможно посмотреть историю операций более чем на 100 дней. В старой версии можно было просмотреть всю историю операций.;предложение
Крайне не удобный интерфейс пользователя. Старая версия была более наглядная и удобная. Новой версии уже несколько месяцев, а я никак не привыкну к ней, хотя пользуюсь ежедневно. Зачем эти огромные шрифты, с надписями, полностью не помещающимися в свои строки, заканчивающиеся на три точки ... ? Я что, слепая бухгалтерша, которая не видит буквы? Важнее, что бы на экране помещалось как можно больше информации. Сделайте простой дизайн, как в Экселе или как было раньше! А еще добивает невозможность сделать Cntl+V в поля с суммами. Приходится вводить вручную, из-за чего вероятность сделать ошибку сильно возрастает. Раньше можно было скопировать сумму (например, из счета) и вставить в поле 'сумма', а теперь какое-то извращение - сумму приходится вставлять в любое свободное поле в браузере (я вставляю в после 'поиск') и потом оттуда ручками переносить сумму, а если еще свернул страницу, то сдвигается курсор и в конец десятков. В общем, сами попробуйте на практике. Дальше - с НДС. Попробуйте несколько раз изменить ст;предложение
Последняя версия очень не удобна для пользования....;эмоции
Много чего хорошего, но и есть недостатки;эмоции
При возникновении проблем, очень долго решаются вопросы технической поддержкой;эмоции
Верните смс-оповещение о поступлениях средств на счет!;эмоции
не очень удобно иногда что то искать уходит много времени;эмоции
Все легко и просто. Единственная проблема с смс-паролями - часто приходят неподходящие, либо приходят позже времени ожидания.;эмоции
Сложно всё очень;эмоции
Самым большим плюсом является новая система подписания платежных поручений - теперь при подписании большого количества платежных поручений не надо ждать получения всех смс с кодами (обычно код от первой платежки приходит одним из последних), а вводить получаемые коды по мере их поступления в списке платежек. Также очень понравилось, что теперь практически невозможно забыть отправить подписанные платежные поручения в банк, так как это делается в меню подписания платежек, а не выведено на отдельную кнопку, как в предыдущей версии.;предложение
Не всегда есть связь с банком, сложно найти название фирмы, если давно с ней не работал;предложение
"1) имеется привязанный сотовый номер для подтверждения новых контрагентов, но нет возможности получать на этот номер информации о поступлении на сайт; 2) нет возможности поиска контрагентов по поступлениям, проведенным оплатам; 3) нет возможности выборки по поступлениям, проведенным оплатам по контрагенту;";предложение
Система не интуитивная. Бизнессчёт не отражает фактический остаток средств. Зачисление на карту происходит с большой задержкой. Поиск платежей с помощью фильтра не доработан. Например по названию организации: найти нужно ООО 'Вектор', по критерию '*век*' не ищет. Старый дизайн сайта был более интуитивен но эти недочёты все пришли со старого дизайна. В каждом новом окне кнопки одного и того же назначения расположены в разных местах...;предложение
Старая программа Сбербанк Бизнес Онлайн была очень удобной и понятной программой!!! С новой же программой приходится тратить больше времени. Может вернете в работу старую?;эмоции
1. ОЧЕНЬ ДОРОГО! 1600 руб без НДС? Разрыв очень большой с контурентами 2. Экран стал неудобным, либо не помещается, либо слишком мелько.;эмоции
В сравнение с конкурентами прилично;эмоции
В новой редакции сайта очень трудно искать шаблон созданного поручения и ранее созданные документыю;предложение
Не видно платежи.Совершенно другой сайт,надо его изучать.Хорошо это ,может,темкто не работает,а в удовольствие в компьютере только поиграть.А людях не подумали.Целый час искала как платежку оплатить.;эмоции
В старой версиибыло удобней просматривать выписки.;эмоции
Плохо работает фильтр поиска платежных поручений по контрагенту. Система иногда вообще ничего не находит или находит не все. Неудобно, что к 1 контрагенту нельзя завести несколько р/счетов. Вместо этого создается новый контрагент, что тоже не дает возможности отфильтровать все платежные поручения по этому контрагенту.;предложение
В системе очень запаздывает информация по состоянию счёта, в моём случае никогда вовремя нельзя увидеть остаток овердрафта, цифра всегда некорректная. Так же, что касается овердрафта, нет возможности увидеть списание процентов по этому продукту. На данный момент мне было удобнее работать в прежнем дизайне, возможно, это дело привычки.;предложение
обновленный бизнес-онлайн крайне неудобен в сравнении со старой версией;эмоции
Есть некоторые неудобства , но гораздо лучше предыдущей версии.;эмоции
При копировании документов и исправлении на другую сумму и назначение платежа система очень часто подвисает и перезагружается, не сохраняя уже исправленные данные.;эмоции
Ставлю минимальную оценку за юзабилити и убогость нового интерфейса системы.;эмоции
В новом дизайне не могу видеть платежи старше одного месяца. Неудобно.В старом дизайне не могу просто посмотреть поступления в разрезе кто мне перевел деньги. Неудобно.;предложение
В целом система удобная, но не доволен частыми внутренними ошибками и ограниченным полем видимости списка документов: 14 документов на экран - это мало.;предложение
Новая версия системы клиент-банк очень неудобная, неинформативная, непонятно где и что искать, не обновляется остаток по счету онлайн (обновление по остаткам произошло, например, в 7-8 утра, и при поступлении средств на счет, их можно увидеть только если пару раз выйти и войти в кабинет, в то время как в старой версии достаточно на главной странице поставить галочку напротив счета и нажать кнопку обновить состояние). Работаю с системой клиент-банк как ИП по СМС, и как ЮЛ по ключу (токену). Иногда в день приходится делать по 30-40 платежей, в старом интерфейсе все понятно, наглядно. При оформлении платежа все реквизиты платежки перед глазами. Когда кабинет ИП перевели на новый интерфейс, для подготовки платежки было затрачено около 40 минут.;предложение
Удобно, потому, что выглядит как большинство сайтов интернет-магазинов, к которым привыкли. и также не удобно, т.к. не находишь привычных функций при оплате платежей, например, часто пользуемся исполненными ранее платежами контрагентов, меняем данные и отправляем новые платежи копируя старые. Где данный функционал пока не нашли... нужно звонить в техподдержку и обычно не хватает времени... поэтому переходим в старый формат и отправляем платежи проверенным способом...;предложение
БЫВАЮТ СБОИ В РАБОТЕ ПРОГРАММЫ.ПРИ ВВЕДЕНИИ НОВШЕСТВ, ТРУДНО С НИМИ РАЗОБРАТЬСЯ.;эмоции
В отд. на пр-те Жукова 56 уже довольно давно не работает компьютер для юрлиц с токинами. Поэтому если слетел пароль, получив в банке новый, нельзя проверить его. для проверки приходится ехать в офис, а если что-то не получается, то даже с собственным ноутбуком ничего нельзя проверить из-за плохого Вай-Фая.;эмоции
Не добрый интерфейс;эмоции
нет быстрого взаимодействия с операторами горячей линии, очень долго ждать соединения соператорами при осуществлении звонка на горячую линию. не работает чат.;эмоции
Нет возможности проводить платежи в выходные;эмоции
Долго искать предыдущие платежи, чтобы их скопировать.;эмоции
В целом всем довольна, но программа работает часто недостаточно быстро, сообщает о сбои сервера, много времени уходит на вход в программу.;эмоции
несвоевременная информация о поступлениях;эмоции
не удобный функционал, не понятное расположение меню;эмоции
НЕ ВСЕ УСЛУГИ БАНКА ПРЕДСТАВЛЕНЫВ СИСТЕМЕ;эмоции
Не всегда понятны функции;эмоции
Иногда СМС на подтверждение платежа приходится ждать по несколько минут.;эмоции
Здравствуйте. В случае возникновения трудностей негде найти ответ. Горячая линия не всегда знает что делать, а напрямую с банком связаться нет возможности. Платежи после 19.00 не отправляются, а переходят на следующий день. Раньше это можно было сделать до 22 часов. Новый вид программы 'слепой'. Нет наглядности.;эмоции
неудобно;эмоции
По старому интерфейсу: Далеко 'спрятаны' контрагенты.По новому интерфейсу:Не вижу причин перехода на новай дизайн;эмоции
Может быть это не ваша вина , а проблемы с интернетом. Часто бывает трудно зайти на счет и часто выходит заставка ВЫПОЛНЯЕТСЯ ОБРАБОТКА.;эмоции
Полностью поменялся интерфейс, сложно сразу перейти, не сразу отвечают в чате;эмоции
Старый СБО был намного удобней и шустрей.;эмоции
Система возможно работает хорошо, но у нас плохой интернет, из-за этого бывают трудности.;эмоции
Прошлый вариант был удобнее и понятнее) новая часто виснет , т е грузится после подписи.постоянный сбой;эмоции
Низкая информативность, высокий тариф по оплате социальных программ, бессовестный грабеж при переводе денег в системе но в другой регион.;эмоции
Платежи проводятся медленно,остаток на Главной странице меню обновляется 1 раз в день !!!? Реальной картины оплаты,зачислений,остатков по счетам нет!!!;эмоции
1. При формировании выписки и задаче параметров контрагента (ИНН) всплывает перечень бюджетных организаций, всвязи с чем приходится делать дополнительные действия, нежели просто вставить или напечатать ИНН нужного контрагента. 2. Часто бывают сбои из-за мобильных интернет провайдеров, из-за чего долго набиваемый документ не сохраняется даже в черновики. 3. иногда достаточно долго идет смс отзыв. 4. не разобрался с Е-инвойсинг.;предложение
Первое это цена обслуживания - дороговторое - система тяжеловата, иногда долго ждешь смс или они не приходят совсем при поступлении денег от разныхклиентов хотелось бы сразу видеть от кого и сколько.;эмоции
Выписки по контрагентам минимум за 6 месяцев в поиске;эмоции
Не всегда своевременно отражаются движения денежных средств;эмоции
Деньги и переводы не отпровляются с разу а только через несколько дней!! Я считаю что за те деньги которые платим за обслуживание у вас не должны быть входных, , и деньги свои мы должны видеть сразу а не как вам это удобно! Взнос наличных должен делать оператор вашего банка а не в бонкамате дрочиться стосяять !!! Бонкаматы работают через разна трамвайной в Краснодаре вообще вечно не работают!!! То инкассацию не сняли то выключен, , зато полныйбанк Дормоедов!!! Такого руководителя как Греф надо менять!!! У вас полный бардак !!!!! И это мнение 100 процентов нашего огромного коллектива;эмоции
Суммы списания денежных средств уходящие на разные счетапапример: за банковское обслуживание, списание основной суммыпо кредиту, списание процентов по кредитувыставляютсяодной суммой. Что делает практически невозможной работу в данной системе. Приходится в бумажном виде подтверждать операции. Неоднократные обращения в банк результатов не принесли.;эмоции
Старая версия для меня удобнее;эмоции
Интерфейс намного хуже, чем в старой версии и не понятно как сделать копии платежных поручений. Не понятно как управлять мобильными устройствами.;предложение
Приложение для айфона тупит по отпечатку пальцев . Нельзя пользоваться зарплатным проектом через приложение на айфон . И раньше не было оплаты 1 процента за вывод средств , это очень плохо . Я и так вам плачу за платежки , за Расчетный счёт , за онлайн банк . Почему я ещё должен вам платить один процент за вывод своих же средств на свою же дебетовую карту ?;эмоции
происходит медленное списания со счета, и нет разбивки по списанию а активных полях;предложение
неудобный интерфейс, слишком все мелко и непонятно. нет интуитивного восприятия, как например в НБД-Банке, или Саровбизнесбанк.;эмоции
после изменения интерфейса было затруднительно искать то, что мне нужно;эмоции
Дизайн хромает;эмоции
 было все понятно и привычно...а сейчас не знаешь где что искать;эмоции
Не удобно печатать и выгружать выписки в 1С, нужно сделать много лишних операций. Очень удобно загружать платежки из 1с, подписывать и отправлять в банк.;предложение
интерфейс с каждым разом становится более НЕУДОБНЫМ;эмоции
мне не всё понятно.;эмоции
изменилась первая страничка при входе в систему, появились дополнительные действия: все платежи, шаблоны, все шаблоны и только потом попадаешь на свои документы,такие неожиданные смены алгоритма работы сбивают, приходится привыкать к новым картинкам;предложение
не понятны алгаритмы повторных платежей;предложение
После изменения интерфейса работать стало неудобно. Чтобы распечатать входящий документ нужно сначала формировать выписку. Отдельный документ из выписки распечатать не возможно только если выбрать на печать отдельную страницу из сформированной на печать выписки. Это крайне неудобно, так как сначала нужно пролистать все страницы, чтобы найти нужный документ. Раньше это делалось одним нажатием правой клавиши мышки на нужном документе. Неудобно оформлены перемещения из выписки в документы и обратно. Старый интерфейс с меню слева на странице был удобнее, нужно было меньше перемещаться со страницы на страницу, чтобы получить всю интересующую информацию. Интерфейс стал менее наглядным чем был, требует больше времени для нахождения нужного пункта меню. Некоторые названия пунктов меню выглядят странно и не привычно для бухгалтера. При ограничении счета - видим только один остаток. Возможность использовать средства приходится расчитывать самим.;предложение
Не всегда могу войти с первого раза.;эмоции
Обновленная (новая) версия Бизнес Онлайн не удобна в пользовании, в старой версии все разделы были видны слева на рабочем столе, сейчас их надо искать, Не отражаются данные по открытым депозитам и много других замечаний в процессе работы. Прежняя версия была более удобна в работе, зачем меняете не понятно. От моих коллег, которые пользуются новой версией тоже много нареканий. Сотрудники банка не могут подсказать где что искать в обновленной версии, отправляют звонить в техподдержку, а это всегда получается достаточно долго.;эмоции
Не возможно дозвониться до сотрудников банка,по возникающим вопросам.;эмоции
Ранее система была проще и понятнее.;эмоции
очень не понятный интерфейс в новой редакции старый понятнее и удобнее, на новом все размыто, хотелось юы что бы операцыи работали круглые сутки;эмоции
Новая версия программы менее удобна, чем прежняя.;эмоции
Потому что не совсем удобно,поэтому именно на 7 баллов из 10 оцениваю систему.;эмоции
Не все прозрачно и понятно. Не сразу можно найти нужный функционал. Копирование и редактирование платежек стало сложнее, посмотреть выписки тоже.;предложение
Недостаточно времени для полного ознакомления.;эмоции
Старая версия была удобнее и более понятной;эмоции
Очень неудобная форма выписок банка.При распечатке информация отражается не вся,как будто съедается.;предложение
Не отражаются сразу все операции;эмоции
Сложно было привыкнуть к новому дизайну. Но по сравнению с системой других банков, система Сбербанка Бизнес Онлайн гораздо удобнее. Некоторые моменты можно усовершенствовать, но в любом случае система стала намного лучше.;эмоции
Старый бизнес онлайн мне больше нравится, с новым не могу работать. постоянно перехожу на старый, новый не удобен не возможно обновлять счет нет место куда ставить галочку для обновления вообщем ничего хорошего;эмоции
Попросила исправить в платежке неправильно указанный КБК, ответа нет несколько дней! Причем письмо отправила буквально через минут 30 после создания платежки.;эмоции
Неудобный интерфейс, скорость работы программы стала ниже. Не увидел ни одного положительного изменения !!!;эмоции
Недавно поменялся внешний вид окон в программе, мне надо работать, а я занимаюсь тем что ищу привычную кнопку справа, а она оказывается теперь слева. Зачем это делается не понятно, потому что весь функционал которым я пользовался вобщем-то то остался прежним.;эмоции
Постоянная блокировка карт и ограничение доступа в онлайн по ст ФЗ 115, честно уже достало предоставлять собирать документы ,доказывающее свою деятельность и заработка!!!!;эмоции
Бывают сбои;эмоции
старая система была лучше и удобнее. Не распечатывает , когда нажимаешь развернутую печать. печатает только первый лист.;предложение
Неудобно, чтоменяется интерфейс, дорогое обслуживание,частая смена тарифа комиссии.;эмоции
Полностью устраивала старая система Сбербанк Бизнес Онлайн!!! В новой неудобно формировать платежные поручения,нет возможности распечатать выписки за день годичной давности, а с налоговыми органами это равноценно смерти. Формирование зарплатного реестра в первый раз вызвало трудности, пришлось вручную вводить все данные по работникам. Я уже оставляла свой отзыв, реакции не было. Новая версия меня, как пользователя, полностью не устраивает!!!;предложение
непонятно все стало;эмоции
Новый интерфейс системы интуитивно не понятен, многие функции скрыты, неудобный доступ;эмоции
1) Невозможно удалить созданное платежное поручение 2) Невозможно отозвать подпись 3) Неудобный доступ к дополнительным сервисам (депозиты)Это пока то, с чем столкнулись;предложение
Неудобно!! и ничего не понятно;эмоции
Изменение интерфейса, ограниченный функционал, не всегда понятна последовательность действий, избыточные действия.;эмоции
Старый интерфейс был удобнее;эмоции
Не все очевидно, если нет опыта работы с аналогичными продуктами;эмоции
Слишком много ограничений, связанных с безопасностью: использование токена, блокировка программы при смене сим-карты. Необходимость приходить в отделение, которое работает только до 16:00!!!;эмоции
Для того, чтобы перейти в другой раздел меню, необходимо закрыть тот, в котором работаешь в настоящее время.Хотелось бы, чтобы можно было работать в нескольких разделах (журналах) одновременно без закрытия предыдущего.;предложение
привыкаешь к одному оформлению, вы его меняете;эмоции
неудобно медленно .постоянно зависает, много времени уходит чтобы найти нужную информацию;эмоции
Я еще полностью неразобралсяссистемойпо этому и8;эмоции
Постоянный сбой в получении пароля, зачисление денег на бизнес карту занимает слишком длительное время;эмоции
Не был получен ответ при обращении;эмоции
При верном введении пароля, блокирует учетную запись;эмоции
Только привыкнешь, освоишь систему происходят какие то изменения.Очень долго соединяют с техподдержкой.;эмоции
задержки с смс ограниченный период выписки новый интерфейс не совсем логичен нельзя сделать простой поиск платежек по названию контрагента;предложение
Возникают некоторые вопросы по поводу копирования платежных поручений. В старой системе все было более просто.;предложение
Нет возможности сформировать выписку за произвольный период.;предложение
Новый интерфейс ужасен! Неинформативен, неструктурирован, интуитивно непонятен. Всё разбросано хаотично, слишком награмождено излишними веб-примочками. С точки зрения веб-дизайна он конечно силён. Но, с точки зрения пользования им, неудобен. Классический случай, когда разработка велась без оглядки на простого пользователя.;эмоции
При поиски списания, или поступления денежных средств,автоматически выдает от меньшой к сумме к большой, а даты в разброс, а иногда нужно бывает по датам и по порядку.;предложение
Не удобно находить, где находятся разные документы. Меню не информативное. В разных местах экрана нужно смотреть закладки и кнопки подтверждения.;эмоции
неудобно. не информативно. навязчиво. СМС уведомления так и не ввели, хотя полгода собирали мнения и это предложение всегда было в топе.;эмоции
Прежняя система была более логична и понятна.;эмоции
Есть субъективные замечания к интерфейсу.;эмоции
действующая система восстановления поролей доступа не эффективна. (отсутствует воможность восстановить доступ по паролям в СМС);эмоции
Изменения в оформлении и прицепе работы на своей странице, были простошоком . Ни каких предупреждений, разъяснений , как работать в новом формате. Консультациипо телефону, ни чего не дали , мы просто общались на разных языках. В результате было по трачено много времени на расшифровку. алгоритма действий. Сейчас вроде бы маленько освоился.;эмоции
В обновленной версии не все понятно,;эмоции
Да у вас вся контора из говна сделана. Желаю вам сдохнуть как можно быстрее. Мошенники.;эмоции
Короткое время сесси;эмоции
бывают задержки при отправке платежей;эмоции
Я была полностью довольна старым интерфейсом, в новом интерфейсе не удобно работать с выписками (формировать, выгружать и печатать) Также очень хотелось чтобы было смс оповещение по движению счета.;эмоции
Очень неудобный и запутанный новый интерфейс;эмоции
Не нравится новая версия, верните старую.;эмоции
Не получилось оплатить налог на землю в ИФНС;эмоции
старая версия мне нравилась больше. может просто привык. в новой трудно найти нужную кнопку;эмоции
Приходят уведомления по ВЭД, хотя у нас нет сделок в валюте. Приходят рекламные рассылки, а уведомления о истекающих сроках полномочий не приходят.;предложение
Новая система не совершенна, старая была проще в объслужеванее.;эмоции
В новой версии Сбербанк Бизнес Онлайн мне неудобно то, что я не вижу платежное поручение в таком же виде, как печатная форма. Неудобно ориентироваться по полям, особенно для налоговых платежей.;предложение
Постоянные 'улучшения' выражены в постоянных изменениях интерфейса, что меня категорически не устраивает.;эмоции
В целом удобно работать, но ряд моментов ,на мой взгляд, не продуман: 1. невозможно увидеть время отправки и время проведения платежного документа 2. остаток по счету на главной странице бывает не актуален ( иногда не учитывает недавние по времени операции) 3.В мобильном приложении есть функция об оповещении получателяо платеже в его адрес, онаудобна, но не работает для отправки на почту ( не приходит на отправленный корректный адрес, проверила неоднократно)и в вайбер (отправляется не документ , а ссылка, которую невозможно просмотреть и вывести на печать);предложение
Система не удобна, поиск по наименованию не работает, только по ИНН и номеру счета, достаточно плохо расположено верхнее меню и оно не информационно! Прежняя редакция сбербанк бизнес была на 10! Вся информация была расположена на экране в доступном и понятном виде.;предложение
Система стала хуже, менее наглядной;эмоции
Не понравилось последнее обновление;эмоции
Вот так я думаю;эмоции
1. не работает система в воскресные дни. 2.больой процент при эквайринге.;эмоции
Очень плохая защитаот взломов!!!!!!!!!!!!!;эмоции
1. Долго проходят платежи (по сравнению например с альфабанком, там мнгновенно) 2. Нет уведомления об оплате на электронную почту - элементарная функция (в альфабанкетакже реализована) 3. Поиск по контрагенту в списке платежей должен быть регистронезависимым и по частям названия, у вас практически пользоваться им нельзя, например контрагент ООО 'Ресурс-Платеж' невозможно найти по поиску используя 'Ресурс', не говоря уже о 'ресурс' 4. Элементарно заблокировать счет, зная только логин - 3 раза ввод неправильного пароля приводит к блокировке, то есть зная логин злрумышленник может заблокировать платеж Ну и много других мелких замечаний;предложение
очень часто зависают платежи, долгое время висят загруженными в АБС, иногда время по проведению платежа имеет очень большое значение, особенно когда отгрузка от поставщика удаленно идет только по платежке со статусом 'проведено';эмоции
Очень долго проводили подключение и выдачу сертификатов. Оформление продолжалось почти 18 месяцев;эмоции
новый формат отвратительный по старому было очень удобно.;эмоции
не удобный в работе;эмоции
Трудно привыкать к новому. Приходится осваивать.;эмоции
не удобная;эмоции
Поиск по контрагентам то ли нет его вообще, то ли сложен для моего понимания;эмоции
Надо больше попыток ввода пароля. Три раза- мало;предложение
Долго проходит платёж;эмоции
есть не удобства;эмоции
В принципе данная версия программы неплохая, но у Вас не доработаны отчеты вформате XLS, потому что XLS это электронный таблицы и предназначены они для работы с данными. Те таблицы, которые вы даете в отчетах предназначены для красивого вывода на печать, но недля работы с числами. И еще очень желательно в отчетах в ячейках всю информацию сделать одной строкой, а так же убрать символ с кодом 160 (разделитель разрядов);предложение
Местами не удобный интерфейс и недостаточная скорость работы.;эмоции
"- долгий вход в систему ('думает' на каждом шаге);- периодические сбои, особенно в конце месяца и после длительных выходных,- частая поломка флешек, в том числе только выданных банком; - при открытии через систему Explorer не выдает оповещения о скором ок";
неудобно и долго подтверждать каждое платежное поручение отдельной смс;эмоции
есть функции. которые приходится редактировать в ручном режиме...;эмоции
Вопросы, решаемые с одним сотрудником в кол.центре невозможно решить при прерывании, связь только в одностороннем порядке и приходиться тратить много времени на объяснение ситуации другому сотруднику.;эмоции
Постоянные сбои;эмоции
Громоздкий интерфейс, много не нужной информации постоянно на экране, нужное сразу не видно и мелко. Не удобно получать выписки. Все не удобно. Зачем при занесении нового контрагента подписывать его в справочнике при помощи пароля??? Трудно найти в справочнике наименование банка по БИК - цифры скачут и не пропечатываются.Не нравится все.;эмоции
В системе Сбербанк Бизнес Онлайн работаем ужетретий год, мы сами видим поступление денежных средств и их перечисление. И если указала ошибочно в платежном поручении, то вижу,либо отказ. Одним не довольно, формирует платежные поручения(выписки) долго. Зарплатный-работает быстро.Предпринимателю моментально поступают деньги.;эмоции
из плюсов работы системы: - оперативность зачисления - простота работы в самой системе из минусов: - работа тех службы оставляет желать лучшего. Ни на один вопрос который был им задан ответа так и не поступило. За ними приходилось ездить в обслуживающий банк. - реестры набиваются очень долго, потому что система постоянно зависает.;эмоции
Когда входишьдолго ждешь открытие системы. Часто набираешь пароль, а программа 'висит' и приходится набирать несколько раз, чтобы войти. Очень долго исполняется запрос на выписку.;эмоции
новая версия не устраивает: нельзя сделать выписку больше чем месяц, не могу сразу сохранить её в нужный файл в коп., не могу сохранить нужные РКО сразу в нужный файл и т.д.;предложение
Очень неудобно распечатывать документы, документы приходиться подписывать и отправлять по одному (хотелось бы пакетом),при выгрузке с 1С хотелось бы сначала видеть саму выписку, а потом уже ее выгрузить в файл.;предложение
Для достижения результата приходится совершать больше телодвижений, по сравнению со старым интерфейсом. Всё таки это инструмент, он должен быть удобным, а не требовать периодического освоения и привыкания... В прошлой версии всё было уже знакомо, интуитивно понятно, меньше операций приходилось совершать.;эмоции
